ID;ID HTT;IP;MAC;Device;Root Device;LAN Port;VLAN;Local;Local (RU);ant_local;ant_name;Coordinat;Data Install;Data Update;Data Human;
177;device_176;192.168.202.12;MAC address not found;-;-;0;1;-;-;;;-;1609459200;1751966448;12-20 08-07-2025;
178;device_177;192.168.202.13;MAC address not found;-;-;0;1;-;-;;;-;1609459200;1751966448;12-20 08-07-2025;
179;device_178;192.168.202.14;MAC address not found;-;-;0;1;-;-;;;-;1609459200;1751966448;12-20 08-07-2025;
180;device_179;192.168.202.15;MAC address not found;-;-;0;1;-;-;;;-;1609459200;1751964032;11-40 08-07-2025;
181;device_180;192.168.202.16;MAC address not found;-;-;0;1;-;-;;;-;1609459200;1751966450;12-20 08-07-2025;
182;device_181;192.168.202.20;MAC address not found;-;-;0;1;-;-;;;-;1609459200;1751966451;12-20 08-07-2025;
183;device_182;192.168.202.27;MAC address not found;-;-;0;1;-;-;;;-;1609459200;1751966451;12-20 08-07-2025;
184;device_183;192.168.202.28;MAC address not found;-;-;0;1;-;-;;;-;1609459200;1751966451;12-20 08-07-2025;
184;device_183;192.168.202.28;MAC address not found;-;-;0;1;-;-;;;-;1609459200;1751966451;12-20 08-07-2025;
185;device_184;192.168.202.29;MAC address not found;-;-;0;1;-;-;;;-;1609459200;1751966451;12-20 08-07-2025;
186;device_185;192.168.202.115;2c-c8-1b-63-52-f6;-;-;0;1;-;-;;;-;1609459200;1751966451;12-20 08-07-2025;
187;device_186;192.168.203.27;2c-c8-1b-63-52-f6;-;-;0;1;-;-;;;-;1609459200;1751966452;12-20 08-07-2025;
188;device_187;192.168.203.28;2c-c8-1b-63-52-f6;-;-;0;1;-;-;;;-;1609459200;1751966452;12-20 08-07-2025;
189;device_188;192.168.203.42;2c-c8-1b-63-52-f6;-;-;0;1;-;-;;;-;1609459200;1751966452;12-20 08-07-2025;
190;device_189;192.168.203.44;2c-c8-1b-63-52-f6;-;-;0;1;-;-;;;-;1609459200;1751966452;12-20 08-07-2025;
191;device_190;192.168.203.45;2c-c8-1b-63-52-f6;-;-;0;1;-;-;;;-;1609459200;1751966452;12-20 08-07-2025;
192;device_191;192.168.203.49;2c-c8-1b-63-52-f6;-;-;0;1;-;-;;;-;1609459200;1751966452;12-20 08-07-2025;
193;device_192;192.168.203.51;2c-c8-1b-63-52-f6;-;-;0;1;-;-;;;-;1609459200;1751966453;12-20 08-07-2025;
194;device_193;192.168.203.53;2c-c8-1b-63-52-f6;-;-;0;1;-;-;;;-;1609459200;1751966453;12-20 08-07-2025;
195;device_194;;2c-c8-1b-63-52-f6;-;-;0;1;-;-;;;-;1609459200;1751966453;12-20 08-07-2025;
196;device_195;;2c-c8-1b-63-52-f6;-;-;0;1;-;-;;;-;1609459200;1751966453;12-20 08-07-2025;
197;device_196;;2c-c8-1b-63-52-f6;-;-;0;1;-;-;;;-;1609459200;1751966453;12-20 08-07-2025;
198;device_197;;2c-c8-1b-63-52-f6;-;-;0;1;-;-;;;-;1609459200;1751966453;12-20 08-07-2025;
199;device_198;;2c-c8-1b-63-52-f6;-;-;0;1;-;-;;;-;1609459200;1751966454;12-20 08-07-2025;
200;device_199;;2c-c8-1b-63-52-f6;-;-;0;1;-;-;;;-;1609459200;1751966454;12-20 08-07-2025;
201;device_200;;2c-c8-1b-63-52-f6;-;-;0;1;-;-;;;-;1609459200;1751966454;12-20 08-07-2025;
202;device_201;;2c-c8-1b-63-52-f6;-;-;0;1;-;-;;;-;1609459200;1751966454;12-20 08-07-2025;
203;device_202;;2c-c8-1b-63-52-f6;-;-;0;1;-;-;;;-;1609459200;1751966454;12-20 08-07-2025;
204;device_203;;2c-c8-1b-63-52-f6;-;-;0;1;-;-;;;-;1609459200;1751966454;12-20 08-07-2025;
205;device_204;;2c-c8-1b-63-52-f6;-;-;0;1;-;-;;;-;1609459200;1751966455;12-20 08-07-2025;
206;device_205;;2c-c8-1b-63-52-f6;-;-;0;1;-;-;;;-;1609459200;1751966455;12-20 08-07-2025;
207;device_206;;2c-c8-1b-63-52-f6;-;-;0;1;-;-;;;-;1609459200;1751966455;12-20 08-07-2025;
208;device_207;;2c-c8-1b-63-52-f6;-;-;0;1;-;-;;;-;1609459200;1751966455;12-20 08-07-2025;
